question_id,topic,answer_type,region,generated_at,question_en,answers_en,question_hi,answers_hi,question_ja,answers_ja,question_sw,answers_sw,question_th,answers_th,question_translate_hi,answers_translate_hi,question_translate_ja,answers_translate_ja,question_translate_sw,answers_translate_sw,question_translate_th,answers_translate_th
1,Sports,Tournament,Kenya,20250510-211143,In which tournament did Eliud Kipchoge first win a major marathon?,"[""2014 Berlin Marathon"", ""Berlin Marathon 2014""]",एलियुड किपचोगे ने किस टूर्नामेंट में पहली बार एक प्रमुख मैराथन जीती?,"[""2014 बर्लिन मैराथन"", ""बर्लिन मैराथन 2014"", ""२०१४ बर्लिन मैराथन"", ""बर्लिन मैराथन २०१४""]",エリウド・キプチョゲが初めて主要なマラソンで優勝したのはどの大会ですか？,"[""2014年ベルリンマラソン"", ""ベルリンマラソン2014"", ""2014 nen Berurin Marason"", ""Berurin Marason 2014""]",Eliud Kipchoge alishinda mbio kubwa ya marathon kwa mara ya kwanza katika mashindano gani?,"[""Marathon ya Berlin ya 2014"", ""Marathoni ya Berlin ya 2014"", ""Berlin Marathon 2014""]",อีเลียด คิปโชเก ชนะการแข่งขันวิ่งมาราธอนรายการใหญ่ครั้งแรกในการแข่งขันใด,"[""เบอร์ลินมาราธอน 2014"", ""Berlin Marathon 2014"", ""เบอร์ลินมาราธอนปี 2014""]",किस टूर्नामेंट में एलियड किपचोगे ने पहली बार एक प्रमुख मैराथन जीता?,"[""2014 बर्लिन मैराथन"", ""बर्लिन मैराथन 2014""]",Eliud Kipchogeはどのトーナメントでメジャーマラソンを獲得しましたか？,"[""2014ベルリンマラソン"", ""ベルリンマラソン2014""]",Je! Eliud Kipchoge alishinda mara ya kwanza katika mbio kuu?,"[""2014 Berlin Marathon"", ""Berlin Marathon 2014""]",Eliud Kipchoge ชนะการแข่งขันมาราธอนครั้งแรกในทัวร์นาเมนต์ครั้งแรก?,"[""2014 เบอร์ลินมาราธอน"", ""เบอร์ลินมาราธอน 2014""]"
2,Sports,Tournament,Kenya,20250510-211143,Which tournament is considered the premier club football competition in Kenya?,"[""Kenyan Premier League"", ""KPL""]",केन्या में किस टूर्नामेंट को प्रमुख क्लब फुटबॉल प्रतियोगिता माना जाता है?,"[""केन्याई प्रीमियर लीग"", ""केपीएल"", ""केन्या प्रीमियर लीग"", ""के पी एल""]",ケニアで最高のクラブサッカー大会と見なされているのはどの大会ですか？,"[""ケニアプレミアリーグ"", ""KPL"", ""Kenia Puremia Rīgu""]",Mashindano gani yanachukuliwa kuwa mashindano makuu ya klabu ya mpira wa miguu nchini Kenya?,"[""Ligi Kuu ya Kenya"", ""KPL""]",การแข่งขันใดที่ถือว่าเป็นการแข่งขันฟุตบอลสโมสรชั้นนำในเคนยา,"[""เคนยาพรีเมียร์ลีก"", ""Kenya Premier League"", ""KPL""]",किस टूर्नामेंट को केन्या में प्रीमियर क्लब फुटबॉल प्रतियोगिता माना जाता है?,"[""केन्याई प्रीमियर लीग"", ""KPL""]",ケニアでの最高のクラブフットボール競争と見なされるトーナメントはどれですか？,"[""ケニアプレミアリーグ"", ""Kpl""]",Je! Ni mashindano gani ambayo yanachukuliwa kuwa mashindano ya mpira wa miguu ya Klabu ya Waziri Mkuu nchini Kenya?,"[""Ligi Kuu ya Kenya"", ""Kpl""]",การแข่งขันใดที่ถือว่าเป็นการแข่งขันฟุตบอลพรีเมียร์สโมสรในเคนยา?,"[""เคนยาพรีเมียร์ลีก"", ""KPL""]"
3,Sports,Tournament,Kenya,20250510-211143,In what tournament did Kenya's national rugby sevens team achieve their highest ever ranking?,"[""World Rugby Sevens Series""]",केन्या की राष्ट्रीय रग्बी सेवन्स टीम ने किस टूर्नामेंट में अपनी अब तक की सबसे ऊंची रैंकिंग हासिल की?,"[""वर्ल्ड रग्बी सेवन्स सीरीज"", ""विश्व रग्बी सेवन्स सीरीज"", ""वर्ल्ड रग्बी सेवन्स श्रृंखला"", ""विश्व रग्बी सेवन्स श्रृंखला""]",ケニアのナショナルラグビーセブンズチームが史上最高のランキングを達成したのはどの大会ですか？,"[""ワールドラグビーセブンズシリーズ"", ""Wārudo Ragubī Sebunzu Shirīzu""]",Timu ya taifa ya Kenya ya raga ya wachezaji saba ilipata nafasi ya juu zaidi katika mashindano gani?,"[""Msururu wa Raga ya Dunia ya Wachezaji Saba"", ""World Rugby Sevens Series""]",ทีมรักบี้ 7 คนทีมชาติเคนยาได้รับการจัดอันดับสูงสุดตลอดกาลในการแข่งขันใด,"[""เวิลด์รักบี้เซเว่นส์ซีรีส์"", ""World Rugby Sevens Series""]",केन्या की राष्ट्रीय रग्बी सेवेंस टीम ने किस टूर्नामेंट में अपनी उच्चतम रैंकिंग हासिल की?,"[""विश्व रग्बी सेवेन्स श्रृंखला""]",ケニアのナショナルラグビーセブンズチームはどのトーナメントで最高のランキングを達成しましたか？,"[""ワールドラグビーセブンズシリーズ""]",Je! Timu ya Saba ya Saba ya Kitaifa ya Kenya ilifanikiwa katika hali yao ya juu kabisa?,"[""Mfululizo wa Saba ya Dunia ya Dunia""]",ทีมรักบี้เซเวนส์แห่งชาติของเคนยาได้รับการจัดอันดับสูงสุดในการแข่งขันใด,"[""ซีรี่ส์ World Rugby Sevens""]"
4,Sports,Tournament,Kenya,20250510-211143,Which East African tournament features national football teams and is often referred to as the 'CECAFA Senior Challenge Cup'?,"[""CECAFA Senior Challenge Cup"", ""CECAFA Cup""]",किस पूर्वी अफ्रीकी टूर्नामेंट में राष्ट्रीय फुटबॉल टीमें शामिल होती हैं और इसे अक्सर 'सीईसीएएफए सीनियर चैलेंज कप' कहा जाता है?,"[""सीईसीएएफए सीनियर चैलेंज कप"", ""सीईसीएएफए कप"", ""CECAFA सीनियर चैलेंज कप"", ""CECAFA कप""]",東アフリカのどの大会に代表サッカーチームが出場し、「CECAFAシニアチャレンジカップ」と呼ばれることが多いですか？,"[""CECAFAシニアチャレンジカップ"", ""CECAFAカップ"", ""CECAFA Shinia Charenji Kappu"", ""CECAFA Kappu""]",Mashindano gani ya Afrika Mashariki yanashirikisha timu za taifa za mpira wa miguu na mara nyingi hujulikana kama 'Kombe la CECAFA Senior Challenge'?,"[""Kombe la CECAFA Senior Challenge"", ""Kombe la CECAFA""]",การแข่งขันในแอฟริกาตะวันออกรายการใดที่มีทีมฟุตบอลระดับชาติเข้าร่วมและมักเรียกกันว่า 'CECAFA Senior Challenge Cup',"[""ซีอีซีเอเอฟเอ ซีเนียร์ ชาเลนจ์ คัพ"", ""CECAFA Senior Challenge Cup"", ""CECAFA Cup"", ""ซีอีซีเอเอฟเอคัพ""]",किस पूर्वी अफ्रीकी टूर्नामेंट में राष्ट्रीय फुटबॉल टीमों की सुविधा है और इसे अक्सर 'Cecafa सीनियर चैलेंज कप' कहा जाता है?,"[""सेकाफा सीनियर चैलेंज कप"", ""सेकाफा कप""]",どの東アフリカトーナメントがナショナルフットボールチームを特徴としており、しばしば「セカファシニアチャレンジカップ」と呼ばれますか？,"[""セカファシニアチャレンジカップ"", ""セカファカップ""]",Je! Ni mashindano gani ya Afrika Mashariki yana timu za mpira wa miguu za kitaifa na mara nyingi hujulikana kama 'CECAFA Senior Changamoto'?,"[""Kombe la Changamoto ya Cecafa"", ""Kombe la Cecafa""]",การแข่งขันแอฟริกาตะวันออกใดที่มีทีมฟุตบอลแห่งชาติและมักจะเรียกว่า 'Cecafa Senior Challenge Cup'?,"[""Cecafa Senior Challenge Cup"", ""ถ้วยเซคาฟา""]"
5,Sports,Tournament,Kenya,20250510-211143,"Which annual cross country running event is held in Eldoret, Kenya?","[""Athletics Kenya Cross Country Series"", ""AK Cross Country Series""]",केन्या के एल्डोरेट में कौन सा वार्षिक क्रॉस कंट्री रनिंग इवेंट आयोजित किया जाता है?,"[""एथलेटिक्स केन्या क्रॉस कंट्री सीरीज"", ""एके क्रॉस कंट्री सीरीज"", ""एथलेटिक्स केन्या क्रॉस कंट्री श्रृंखला"", ""एके क्रॉस कंट्री श्रृंखला""]",ケニアのエルドレットで開催される毎年恒例のクロスカントリーランニングイベントは何ですか？,"[""アスレチックスケニアクロスカントリーシリーズ"", ""AKクロスカントリーシリーズ"", ""Asurechikkusu Kenia Kurosukantorī Shirīzu"", ""AK Kurosukantorī Shirīzu""]","Ni tukio gani la kila mwaka la mbio za cross country hufanyika Eldoret, Kenya?","[""Msururu wa Mbio za Cross Country za Athletics Kenya"", ""Msururu wa Mbio za Cross Country za AK""]",การแข่งขันวิ่งครอสคันทรีประจำปีใดที่จัดขึ้นในเอลดอเร็ต ประเทศเคนยา,"[""แอธเลติกส์ เคนยา ครอสคันทรี ซีรีส์"", ""Athletics Kenya Cross Country Series"", ""AK Cross Country Series"", ""เอเค ครอสคันทรี ซีรีส์""]","एल्डोरेट, केन्या में कौन सा वार्षिक क्रॉस कंट्री रनिंग इवेंट आयोजित किया जाता है?","[""एथलेटिक्स केन्या क्रॉस कंट्री सीरीज़"", ""एके क्रॉस कंट्री सीरीज़""]",ケニアのエルドレットで開催される毎年恒例のクロスカントリーランニングイベントはどれですか？,"[""陸上競技ケニアクロスカントリーシリーズ"", ""AKクロスカントリーシリーズ""]","Je! Ni hafla gani ya kila mwaka ya kuvuka ambayo inafanyika huko Eldoret, Kenya?","[""Riadha Kenya Cross Country Series"", ""Mfululizo wa AK Cross Country""]",กิจกรรมการวิ่งข้ามประเทศประจำปีใดที่จัดขึ้นที่ Eldoret ประเทศเคนยา,"[""กรีฑา Kenya Cross Country Series"", ""AK Cross Country Series""]"
6,Sports,Tournament,Kenya,20250510-211143,Which tournament determines the national club champions in Kenyan volleyball?,"[""Kenya Volleyball Federation National League"", ""KVF National League""]",केन्याई वॉलीबॉल में कौन सा टूर्नामेंट राष्ट्रीय क्लब चैंपियन का निर्धारण करता है?,"[""केन्या वॉलीबॉल फेडरेशन नेशनल लीग"", ""केवीएफ नेशनल लीग"", ""केन्या वॉलीबॉल फेडरेशन राष्ट्रीय लीग"", ""केवीएफ राष्ट्रीय लीग""]",ケニアのバレーボールで、どの大会が国内クラブチャンピオンを決定しますか？,"[""ケニアバレーボール連盟ナショナルリーグ"", ""KVFナショナルリーグ"", ""Kenia Barēbōru Renmei Nashonaru Rīgu"", ""KVF Nashonaru Rīgu""]",Ni mashindano gani huamua mabingwa wa klabu ya taifa katika voliboli ya Kenya?,"[""Ligi ya Taifa ya Shirikisho la Voliboli la Kenya"", ""Ligi ya Taifa ya KVF""]",การแข่งขันใดที่ตัดสินแชมป์สโมสรระดับชาติในการแข่งขันวอลเลย์บอลของเคนยา,"[""ลีกแห่งชาติสหพันธ์วอลเลย์บอลเคนยา"", ""Kenya Volleyball Federation National League"", ""KVF National League"", ""ลีกแห่งชาติ KVF""]",कौन सा टूर्नामेंट केन्याई वॉलीबॉल में नेशनल क्लब चैंपियन को निर्धारित करता है?,"[""केन्या वॉलीबॉल फेडरेशन नेशनल लीग"", ""केवीएफ नेशनल लीग""]",ケニアバレーボールのナショナルクラブチャンピオンを決定するトーナメントはどれですか？,"[""ケニアバレーボールフェデレーションナショナルリーグ"", ""KVFナショナルリーグ""]",Je! Ni mashindano gani ambayo huamua mabingwa wa kilabu cha kitaifa katika mpira wa wavu wa Kenya?,"[""Ligi ya Taifa ya Volleyball ya Kenya"", ""Ligi ya Taifa ya KVF""]",การแข่งขันใดที่กำหนดแชมป์สโมสรแห่งชาติในวอลเลย์บอลเคนยา?,"[""สมาคมวอลเลย์บอลวอลเลย์บอลแห่งชาติเคนยา"", ""KVF National League""]"
7,Sports,Tournament,Kenya,20250510-211143,"Which annual motor rally event, part of the World Rally Championship, is held in Kenya?","[""Safari Rally"", ""Safari Rally Kenya""]","विश्व रैली चैम्पियनशिप का हिस्सा, कौन सा वार्षिक मोटर रैली इवेंट केन्या में आयोजित किया जाता है?","[""सफारी रैली"", ""सफारी रैली केन्या"", ""सफारी रैली केन्या""]",世界ラリー選手権の一部である、毎年恒例のモーターラリーイベントはケニアで開催されますか？,"[""サファリラリー"", ""サファリラリーケニア"", ""Safari Rarī"", ""Safari Rarī Kenia""]","Ni tukio gani la kila mwaka la mkutano wa magari, sehemu ya Mashindano ya Dunia ya Rally, hufanyika Kenya?","[""Safari Rally"", ""Safari Rally Kenya""]",การแข่งขันแรลลี่รถยนต์ประจำปีใด ซึ่งเป็นส่วนหนึ่งของการแข่งขัน World Rally Championship จัดขึ้นในเคนยา,"[""ซาฟารีแรลลี่"", ""Safari Rally"", ""ซาฟารีแรลลี่ เคนยา"", ""Safari Rally Kenya""]","विश्व रैली चैंपियनशिप का हिस्सा कौन सा वार्षिक मोटर रैली इवेंट, केन्या में आयोजित किया जाता है?","[""सफारी रैली"", ""सफारी रैली केन्या""]",世界ラリーチャンピオンシップの一部である毎年恒例のモーターラリーイベントがケニアで開催されますか？,"[""サファリラリー"", ""サファリラリーケニア""]","Je! Ni tukio gani la kila mwaka la mkutano wa gari, sehemu ya Mashindano ya Dunia ya Rally, iliyofanyika Kenya?","[""Safari Rally"", ""Safari Rally Kenya""]",งาน Motor Rally ประจำปีใดเป็นส่วนหนึ่งของ World Rally Championship จัดขึ้นที่เคนยา?,"[""การชุมนุมซาฟารี"", ""Safari Rally Kenya""]"
8,Sports,Tournament,Kenya,20250510-211143,Which tournament is the top tier of Kenyan basketball?,"[""Kenya Basketball Federation Premier League"", ""KBF Premier League""]",केन्याई बास्केटबॉल का शीर्ष स्तर कौन सा टूर्नामेंट है?,"[""केन्या बास्केटबॉल फेडरेशन प्रीमियर लीग"", ""केबीएफ प्रीमियर लीग"", ""केन्या बास्केटबॉल फेडरेशन प्रीमियर लीग"", ""केबीएफ प्रीमियर लीग""]",ケニアのバスケットボールのトップレベルはどの大会ですか？,"[""ケニアバスケットボール連盟プレミアリーグ"", ""KBFプレミアリーグ"", ""Kenia Basukettobōru Renmei Puremia Rīgu"", ""KBF Puremia Rīgu""]",Ni mashindano gani ndio ngazi ya juu ya mpira wa kikapu wa Kenya?,"[""Ligi Kuu ya Shirikisho la Mpira wa Kikapu la Kenya"", ""Ligi Kuu ya KBF""]",การแข่งขันใดคือระดับสูงสุดของบาสเก็ตบอลเคนยา,"[""เคนยาบาสเก็ตบอลเฟเดอเรชั่นพรีเมียร์ลีก"", ""Kenya Basketball Federation Premier League"", ""KBF Premier League"", ""เคบีเอฟ พรีเมียร์ลีก""]",केन्याई बास्केटबॉल का कौन सा टूर्नामेंट शीर्ष स्तरीय है?,"[""केन्या बास्केटबॉल फेडरेशन प्रीमियर लीग"", ""KBF प्रीमियर लीग""]",ケニアのバスケットボールのトップティアはどのトーナメントですか？,"[""ケニアバスケットボールフェデレーションプレミアリーグ"", ""KBFプレミアリーグ""]",Je! Ni mashindano gani ambayo ni tier ya juu ya mpira wa kikapu wa Kenya?,"[""Ligi ya Shirikisho la Mpira wa Kikapu cha Kenya"", ""Ligi Kuu ya KBF""]",ทัวร์นาเมนต์ใดเป็นชั้นบนสุดของบาสเก็ตบอลเคนยา?,"[""สหพันธ์บาสเกตบอลเคนยาพรีเมียร์ลีก"", ""KBF Premier League""]"
9,Sports,Tournament,Kenya,20250510-211143,"Which tournament is held annually in Nairobi, attracting golfers from across East Africa?","[""Kenya Open"", ""Kenya Open Golf""]","नैरोबी में प्रतिवर्ष कौन सा टूर्नामेंट आयोजित किया जाता है, जो पूरे पूर्वी अफ्रीका से गोल्फरों को आकर्षित करता है?","[""केन्या ओपन"", ""केन्या ओपन गोल्फ"", ""केन्या ओपन"", ""केन्या ओपन गोल्फ""]",ナイロビで毎年開催され、東アフリカ全土からゴルファーが集まる大会は何ですか？,"[""ケニアオープン"", ""ケニアオープンゴルフ"", ""Kenia Ōpun"", ""Kenia Ōpun Gorufu""]","Ni mashindano gani hufanyika kila mwaka Nairobi, yakivutia wachezaji wa gofu kutoka Afrika Mashariki yote?","[""Kenya Open"", ""Kenya Open Golf""]",การแข่งขันใดที่จัดขึ้นเป็นประจำทุกปีในไนโรบี ซึ่งดึงดูดนักกอล์ฟจากทั่วแอฟริกาตะวันออก,"[""เคนยาโอเพ่น"", ""Kenya Open"", ""เคนยาโอเพ่นกอล์ฟ"", ""Kenya Open Golf""]","नैरोबी में सालाना कौन सा टूर्नामेंट आयोजित किया जाता है, जो पूर्वी अफ्रीका के गोल्फरों को आकर्षित करता है?","[""केन्या ओपन"", ""केन्या ओपन गोल्फ""]",ナイロビで毎年開催されているトーナメントは、東アフリカ全土のゴルファーを惹きつけていますか？,"[""ケニアオープン"", ""ケニアオープンゴルフ""]","Je! Ni mashindano gani yanayofanyika kila mwaka jijini Nairobi, kuvutia gofu kutoka Afrika Mashariki?","[""Kenya wazi"", ""Kenya wazi gofu""]",การแข่งขันใดที่จัดขึ้นเป็นประจำทุกปีในไนโรบีดึงดูดนักกอล์ฟจากทั่วแอฟริกาตะวันออก?,"[""เคนยาเปิด"", ""เคนยาเปิดกอล์ฟ""]"
10,Sports,Tournament,Kenya,20250510-211143,What tournament is the premier event for secondary school sports in Kenya?,"[""Kenya Secondary Schools Sports Association Games"", ""KSSSA Games""]",केन्या में माध्यमिक विद्यालय के खेलों के लिए प्रमुख कार्यक्रम कौन सा टूर्नामेंट है?,"[""केन्या सेकेंडरी स्कूल स्पोर्ट्स एसोसिएशन गेम्स"", ""केएसएसएसए गेम्स"", ""केन्या माध्यमिक विद्यालय खेल संघ खेल"", ""केएसएसएसए खेल""]",ケニアのセカンダリースクールスポーツの主要なイベントは何ですか？,"[""ケニアセカンダリースクールスポーツアソシエーションゲームズ"", ""KSSSAゲームズ"", ""Kenia Sekandarī Sukūru Supōtsu Asoshiēshon Gēmuzu"", ""KSSSA Gēmuzu""]",Ni mashindano gani ndio tukio kuu la michezo ya shule za sekondari nchini Kenya?,"[""Michezo ya Chama cha Michezo cha Shule za Sekondari Kenya"", ""Michezo ya KSSSA""]",การแข่งขันใดเป็นงานสำคัญสำหรับการกีฬาระดับมัธยมศึกษาในเคนยา,"[""การแข่งขันกีฬาของสมาคมกีฬานักเรียนมัธยมศึกษาแห่งเคนยา"", ""Kenya Secondary Schools Sports Association Games"", ""KSSSA Games"", ""การแข่งขัน KSSSA""]",केन्या में माध्यमिक विद्यालय के खेल के लिए प्रमुख कार्यक्रम क्या टूर्नामेंट है?,"[""केन्या सेकेंडरी स्कूल स्पोर्ट्स एसोसिएशन गेम्स"", ""KSSSA खेल""]",ケニアの中等学校スポーツの最高のイベントはどのトーナメントですか？,"[""ケニア中等学校スポーツ協会のゲーム"", ""KSSSAゲーム""]",Je! Ni mashindano gani ya Mashindano ya Michezo ya Shule ya Sekondari nchini Kenya?,"[""Michezo ya Chama cha Michezo cha Sekondari ya Kenya"", ""Michezo ya KSSSA""]",การแข่งขันอะไรคือกิจกรรมชั้นนำสำหรับกีฬาโรงเรียนมัธยมในเคนยา?,"[""เกมสมาคมกีฬาโรงเรียนมัธยมของเคนยา"", ""เกม KSSSA""]"
1,Literature,Book_Title,India,20250510-191817,Which novel by Arundhati Roy won the Booker Prize in 1997?,"[""The God of Small Things""]",अरुंधति रॉय के किस उपन्यास ने 1997 में बुकर पुरस्कार जीता?,"[""द गॉड ऑफ स्मॉल थिंग्स"", ""द गॉड ऑफ़ स्मॉल थिंग्स""]",アランダティ・ロイのどの小説が1997年にブッカー賞を受賞しましたか？,"[""小さきものの神"", ""チイサキモノノカミ"", ""Chiisaki Mono no Kami"", ""The God of Small Things""]",Riwaya gani ya Arundhati Roy ilishinda Tuzo la Booker mwaka 1997?,"[""The God of Small Things""]",นวนิยายเรื่องใดของอรุณธตี รอย ได้รับรางวัลบุ๊กเกอร์ในปี 1997,"[""The God of Small Things"", ""เดอะ กอด ออฟ ส มอล ติงส์""]",अरुंधति रॉय के किस उपन्यास ने 1997 में बुकर पुरस्कार जीता?,"[""छोटी चीजों के देवता""]",Arundhati Royのどの小説が1997年にブッカー賞を受賞しましたか？,"[""小さなものの神""]",Je! Ni riwaya gani ya Arundhati Roy ilishinda tuzo ya Booker mnamo 1997?,"[""Mungu wa vitu vidogo""]",นวนิยายเรื่องไหนของ Arundhati Roy ได้รับรางวัล Booker Prize ในปี 1997,"[""เทพเจ้าแห่งสิ่งเล็ก ๆ น้อย ๆ""]"
2,Literature,Book_Title,India,20250510-191817,"What is the title of R.K. Narayan's first novel, published in 1935?","[""Swami and Friends""]","आर.के. नारायण का पहला उपन्यास, जो 1935 में प्रकाशित हुआ, उसका शीर्षक क्या है?","[""स्वामी एंड फ्रेंड्स"", ""स्वामी एंड फ्रेंड्स""]",R.K.ナラヤンの1935年に出版された最初の小説のタイトルは何ですか？,"[""スワミと仲間たち"", ""スワミトナカマタチ"", ""Suwami to Nakamatachi"", ""Swami and Friends""]","Jina la riwaya ya kwanza ya R.K. Narayan, iliyochapishwa mwaka 1935, ni nini?","[""Swami and Friends""]",นวนิยายเรื่องแรกของ อาร์.เค. นารายณ์ ที่ตีพิมพ์ในปี 1935 มีชื่อว่าอะไร,"[""Swami and Friends"", ""สวามีและเพื่อน""]",आर.के. का शीर्षक क्या है। 1935 में प्रकाशित नारायण का पहला उपन्यास?,"[""स्वामी और दोस्त""]",R.K.のタイトルは何ですか1935年に出版されたナラヤンの最初の小説？,"[""スワミと友達""]","Je! Ni nini kichwa cha R.K. Riwaya ya kwanza ya Narayan, iliyochapishwa mnamo 1935?","[""Swami na marafiki""]",ชื่อของอาร์เคคืออะไร นวนิยายเรื่องแรกของ Narayan ตีพิมพ์ในปี 1935?,"[""สวามีและเพื่อน ๆ""]"
3,Literature,Book_Title,India,20250510-191817,"Which epic poem, traditionally attributed to Valmiki, narrates the life of Rama?","[""Ramayana"", ""Rāmāyaṇa""]",वाल्मीकि द्वारा रचित किस महाकाव्य में राम के जीवन का वर्णन है?,"[""रामायण"", ""रामायण""]",ヴァールミーキに帰属するとされる、ラーマの生涯を描いた叙事詩は何ですか？,"[""ラーマーヤナ"", ""ラーマヤナ"", ""Rāmāyana"", ""Ramayana""]","Ni shairi gani kuu, ambalo kiasili linahusishwa na Valmiki, linasimulia maisha ya Rama?","[""Ramayana""]",มหากาพย์ใดที่ได้รับการกล่าวขานว่าเป็นของ วาลมิกิ เล่าเรื่องราวชีวิตของพระราม,"[""Ramayana"", ""รามเกียรติ์""]","कौन सी महाकाव्य कविता, पारंपरिक रूप से वाल्मीकी के लिए जिम्मेदार है, राम के जीवन का वर्णन करती है?","[""रामायण"", ""राम्याण""]",伝統的にヴァルミキに起因する叙事詩の詩は、ラマの人生を語っていますか？,"[""ラーマーヤナ"", ""rāmāyaṇa""]","Je! Ni shairi gani kuu, ambalo lilitokana na Valmiki, linasimulia maisha ya Rama?","[""Ramayana"", ""Rāmāyaṇa""]",บทกวีมหากาพย์ใดที่มาจาก Valmiki ซึ่งเป็นคำบรรยายชีวิตของพระราม?,"[""รามายณะ"", ""Rāmāyaṇa""]"
